    659     666       0       0       0       0       0       0
      0       0       0       0       0       0       0       0
      0       0       0       0       0       0       0       0
      0       0       0       0       0       0       0       0
      0       0       0       0       0       0       0       0
      0       0       0       0       0       0       0       0
      0       0       0       0       0       0       0       0
      0       0       0       0       0       0       0       0
      0       0       0       0       0       0       0       0
      0       0       0       0       0       0       0       0
      0       0       5      33     736    2617    2489    2459
   2423    2377    2390    2401    2289    2400    2309    2292
   2345    2219    2292    2260    2290    2175    2311    2290
   2228    2156    2235    2250    2215    2152    2197    2259
   2143    2156    2153    2217    2249    2196    2156    2223
   2152    2179    2211    2173    2179    2158    2224    2205
   2187    2238    2187    2284    2254    2278    2313    2387
   2400    2379    2351    2437    2405    2499    2546    2560
   2600    2526    2577    2648    2558    2833    2769    2787
   2801    2855    2830    2853    2870    2784    2724    2860
   2909    2801    2733    2835    2870    2793    2751    2801
   2719    2865    2662    2734    2855    2749    2704    2669
   2718    2756    2677    2684    2725    2616    2579    2599
   2584    2498    2572    2578    2552    2576    2532    2520
   2522    2544    2546    2565    2513    2568    2419    2476
   2399    2418    2524    2525    2481    2389    2393    2338
   2383    2393    2417    2391    2384    2456    2369    2258
   2280    2287    2284    2233    2117    2048    2003    1740
   1655    1627    1513    1485    1524    1461    1490    1379
   1521    1489    1481    1484    1533    1581    1543    1492
   1638    1610    1568    1617    1584    1694    1673    1632
   1646    1707    1751    1703    1778    1786    1836    1799
   1860    1928    1889    1873    2024    2005    2093    2064
   2106    2145    2187    2268    2285    2349    2367    2437
   2496    2462    2545    2590    2705    2746    2821    2860
   2847    3043    3079    3130    3232    3277    3234    3336
   3372    3382    3393    3434    3382    3309    3452    3527
   3397    3314    3437    3393    3560    3480    3454    3440
   3320    3317    3347    3399    3429    3338    3346    3281
   3455    3304    3223    3279    3254    3304    3299    3305
   3227    3278    3441    3253    3283    3283    3203    3148
   3235    3371    3250    3246    3168    3215    3249    3307
   3184    3134    3196    3135    3267    3159    3289    3096
   3197    3273    3114    3159    3143    3275    3257    3182
   3291    3251    3067    3144    3152    3130    3342    3232
   3179    3067    3162    3048    3063    2871    3036    2849
   2719    2562    2390    2125    1973    1663    1333    1032
    870     567     444     345     253     225     186     155
    139     127      89      82      84      68      70      57
     49      43      47      44      24      38      49      34
     24      24      28      37      19      13      28      23
     24      24      27      21      31      19      20      28
     30      23      21      29      20      17      22      18
     26      18      22      20      21      21      18      21
     20      19      30      19      23      31      13      23
     16      20      25      18      14      25      23      17
     23      20      17      19      19      22      15      15
     21      10      21      14      23      19      15      19
     15      17       5      21      12      17      18      13
     21      24      10      11      19      16      15      13
     14      12       8      15      10       9      12       9
     14      11      10       5       7       7      10      11
      4       9       3       3       8       5      12      12
     10       3       6       5       3       7       9       8
      8       6       7       6       6       7       4       8
      6       2      10       3       3       8       9       9
     10       8       7       3       7       7       5       6
      5       4       3       3       7       2       7      10
     10       8       4       4       7       4       4       4
      7       4       6       5       2       5       3       4
      4       5       2       1       1       2       3       6
      4       5       5       3       6       2       6       5
      4       4       3       8       2       4       1       3
      3       3       1       9       4       0       2       5
      5       5       4      11       3       4       1       2
      4       5       2       2       3       6       2       4
      7       3       0       2       1       2       3       4
      3       2       2       2       5       3       2       1
      6       3       1       6       4       1       4       2
      6       5       1       3       1       3       3       0
      2       2       0       2       2       3       3       2
      3       0       4       0       1       3       2       3
      0       3       0       1       2       0       4       5
      1       3       2       2       4       2       0       0
      4       1       0       2       0       2       6       2
      1       1       3       1       1       3       1       4
      0       0       3       0       0       0       3       2
      1       0       0       0       0       3       2       0
      2       1       0       1       1       2       0       2
      0       0       2       2       1       0       1       0
      1       0       2       1       1       0       0       0
      0       0       0       0       0       0       1       0
      0       0       0       0       0       1       0       0
      0       0       0       0       0       0       0       0
      0       0       0       0       0       0       0       0
      0       0       0       0       0       0       0       0
      0       0       0       0       0       0       0       0
      0       0       0       0       0       0       0       0
      0       0       0       0       0       0       0       0
      0       0       0       0       0       0       0       0
      0       0       0       0       0       0       0       0
      0       0       0       0       0       0       0       0
      0       0       0       0       0       0       0       0
      0       0       0       0       0       0       0       0
      0       0       0       0       0       0       0       0
      0       0       0       0       0       0       0       0
      0       0       0       0       0       0       0       0
      0       0       0       0       0       0       0       0
      0       0       0       0       0       0       0       0
      0       0       0       0       0       0       0       0
      0       0       0       0       0       0       0       0
      0       0       0       0       0       0       0       0
      0       0       0       0       0       0       0       0
      0       0       0       0       0       0       0       0
      0       0       0       0       0       0       0       0
      0       0       0       0       0       0       0       0
      0       0       0       0       0       1       0       0
      0       0       0       0       0       0       0       1
      0       0       0       0       0       0       0       0
      0       0       0       0       0       0       0       0
      0       0       0       0       0       0       0       0
      0       0       0       0       0       0       0       0
      0       0       0       0       0       0       0       0
      0       0       0       0       0       0       0       0
      0       0       0       0       0       0       0       0
      0       0       0       0       0       0       0       0
      0       0       0       0       0       0       0       0
      0       0       0       0       0       0       0       0
$Angles (tilt,azimute): 0 0
$Date & Time          :29-08-2022         17:58:08
$ERDrun9.dat
$B(17:46:50) = 4.151900 kG
$B(17:57:57) = 4.151520 kG
