    171     174       0       0       0       0       0       0
      0       0       0       0       0       0       0       0
      0       0       0       0       0       0       0       0
      0       0       0       0       0       0       0       0
      0       0       0       0       0       0       0       0
      0       0       0       0       0       0       0       0
      0       0       0       8     176     963    1163    1076
   1087    1044     950     858     838     800     820     732
    727     658     645     581     589     577     581     514
    550     537     566     533     530     507     463     451
    396     393     336     307     313     256     298     264
    276     270     221     276     250     273     247     250
    268     263     278     244     285     258     233     260
    214     209     217     178     201     200     227     196
    209     192     214     222     225     209     191     201
    186     217     233     183     202     226     184     222
    179     202     183     192     180     188     181     209
    223     207     184     199     192     205     190     176
    218     187     226     181     200     189     168     191
    199     215     182     200     216     205     164     161
    177     168     143     159     185     169     185     187
    191     186     196     159     163     148     177     197
    180     169     179     184     179     163     164     160
    159     173     173     157     190     166     164     161
    158     150     127     121     159     136     155     132
    129     139     145     128     149     141     147     142
    148     133     129     106     125     125     125     133
    137     123     143     122     135     115     107     152
    141     138     136     131     140     121     115     117
    125     120     134     122     122     148     129     121
    139     147     118     108     136     134     127     123
    119     122     135     130     121     120     130     139
    114     126     114     133     104     134     114     131
    132     107     109     142     115     138     136     117
    128     132     106     120     105     135     108     107
    107     143     127     120     133      96     116     122
    118     104     110     115     108     142      95     132
    117     107     121     139      93     103     113     114
    109     122     115     107     118     116     122     147
    135     120     119     130      96     114      93     128
    144     106     121     123     119     110     129     120
    121     105     103     116     115     113     119     118
    120     119     122     123     125     119     105     116
    115     113     115     111     115     119     103     118
    115      98     109     106     108     105     107     115
    120     110     122     129     115     100      92     109
    119     127     119     111     120     130     111      99
    113      98     125     108     124     111     135     112
    107     110     108     107     135     108     100     135
    119     102     112     125     108      95     125     117
    106     115      98     128     117     109     109     122
    118     127     124     113     127     120     121      96
    111     113     127     124      99     113     117      92
    117     124     110      96      99     127      95     117
    122      89     105     109     105     111     112     101
    121     106     109     113     137     130     107     111
     98     125      92     111      79     107     118     117
    132      88     107      89     107     106     108     114
    124     132     111      94     108     101     100     120
    117     106     119     119     120      93     108      98
    112      99     102     105     129     124     110     113
     96      89      82     118      89      93      84     118
    106     114      97     113     118      97     108     116
     88      89     107     109      98     105     109     111
    101     103     108     103      91      94      99      99
     90     109      90      96     105      97      93     102
    106     102     102     100     107     113     122     123
    109     102      98     110     114     100      99     120
    103      92     101      93     118     108     104     103
    116      97     115      93     105     103     109     113
    114      88     111     112     116     113      98      93
    111     101     112      97      85      89     110      99
    112     101     125     109     106      94     105      97
    105     100      90     117     109     117      96     108
     91      94      97      86      98     101     105     118
    107     106     105     119     117     116     129     110
    118     104     131     112     104     114     108     114
    119     111     110      99     103     110     111     104
     88      94      87      86     113      83     106     103
    101     103      97      92      88      99      89     100
    102      98      87      94      86      93     112     110
    105     121     111     135     114     127     113     134
    132     120     113     139     120     118     120     120
    121     125     127     121     104      93      87      88
     97     103     104      84      87      89      98      88
     88      71      85      91     100      96      89     104
     78      82     103      86      82     110     100      75
     99      79      78      83      84      89      77      95
     98      83      83      88      72      76      71      92
     77      92      80      74      71      86      98      73
     96      80      72      88      73      72      75      70
     84      61      64      68      69      57      58      58
     64      64      70      58      46      47      49      54
     56      50      77      54      64      71      81      59
     76      60      60      63      71      57      65      75
     78      70      80      72      74      70      81      65
     79      74      91      67      79      88      84      80
     71      91      95     110      88      87     109     112
    105     118     106     106     117     134     142     139
    145     132     173     148     188     164     209     209
    284     260     281     288     355     401     425     504
    497     577     665     791     798     879     979    1137
   1213    1408    1547    1725    1833    2040    2093    2277
   2361    2577    2659    2711    2839    2849    2866    2955
   2957    2931    3026    2987    2995    2956    2972    2963
   2910    2891    3031    2919    2900    2908    2927    3001
   2880    2952    2861    2845    2810    2589    2392    2163
   1881    1450    1118     850     604     407     313     223
    144     120     104      69      65      45      43      38
     32      32      25      30      31      13      10      14
      9      11      13       8      10      10       7       8
      4       1       6       6       8       6       5       5
      4       4       8       4       2       9       5       2
      4       4       2       3       1       1       3       3
      4       4       1       3       3       2       4       3
      2       6       4       3       1       1       6       3
      6       0       0       1       1       2       1       3
      1       1       1       1       1       2       1       1
      0       0       0       1       2       3       1       0
      0       0       2       3       4       1       0       0
      2       1       1       0       3       1       0       0
      0       1       1       1       3       0       0       1
      0       2       1       0       2       3       1       3
      1       0       1       0       0       1       1       1
      1       1       0       0       1       1       0       0
      0       0       0       0       1       0       1       0
      0       2       2       1       0       0       1       0
      1       0       1       2       0       3       1       2
$Angles (tilt,azimute): 0 0
$Date & Time          :21-03-2023         15:09:05
$RBS2run15.dat
$B(15:06:07) = -2.282430 kG
$B(15:06:03) = -2.282430 kG
