    197     198       0       0       0       0       0       0
      0       0       0       0       0       0       0       0
      0       0       0       0       0       0       0       0
      0       0       0       0       0       0       0       0
      0       0       0       0       0       0       0       0
      0       0       0       0       0       0       0       0
      0       0       0       0       0       0       0       0
      0       0       0       0       0       0       0       0
      0       0       0       0       0       0       0       0
      0       0       0       0       0       0       0       0
      0       0       0       0       0       0       0       0
      0       0       0       0       0       0      16     107
    116     109      98     115      95     105     104     115
     86     104      90      76      86      81      75      82
    110      69      81      90      89      96     104      73
     82      80      70      80      84      76      71      78
     86     108      73      73      63      81      64      55
     71      83      66      68      55      68      73      68
     76      62      73      69      63      62      56      70
     64      61      58      58      63      60      70      53
     63      62      50      55      44      47      56      48
     57      62      58      43      59      58      48      53
     60      53      45      40      51      53      61      66
     48      54      45      53      64      40      53      47
     42      51      54      50      52      45      54      59
     48      46      55      54      48      42      56      58
     46      57      58      63      60      56      42      44
     49      49      49      51      67      54      61      52
     48      48      66      53      48      50      61      58
     39      71      64      57      66      61      48      66
     74      79      79      70      78      69      86      76
     60     102     108      85      81      93      91     103
    100     106     108      97     104     118     113     106
     90     117     123     114     103     136     148     141
    141     142     154     146     141     115     149     151
    149     173     181     161     185     178     181     178
    197     162     157     191     188     175     166     211
    187     186     176     190     198     184     183     189
    183     185     191     205     188     185     195     172
    198     207     151     197     156     181     175     161
    193     174     194     181     183     162     174     166
    148     168     152     181     181     164     157     177
    180     158     165     178     163     174     164     161
    168     163     139     163     190     145     174     157
    168     157     149     161     142     143     148     155
    150     136     155     140     139     168     135     150
    144     139     141     150     152     161     145     134
    156     145     141     132     156     141     140     163
    120     143     127     159     145     135     124     133
    129     133     154     149     148     150     142     134
    136     129     130     122     133     122     113     110
    133     122     115     112     124     131     134     129
    119     115     140     146     122     114     121     129
    123     123     125     134     131     104     126     121
    111     136     127     121     145     104     104     127
    116     122     146     110     112     114     112     111
    113     123     113     143     103     114     105     111
    108     117     103     114     110      97     119     115
    107     114     112     124     104      97     115     106
    100      83      93      98     114     104     100      91
     90     100      84      74      75      77      69     101
     86      71      52      47      54      64      50      51
     44      40      47      32      29      24      32      22
     22      20      19      24      14       9      16      19
     20      13      14      13      14      13      13       6
      6       5       7      12       8      13       4       4
      8       6      10      10      10       6       6       7
     10       7       5       3      11       4       4       6
      7       8      12      13       9       7       3       5
      7       5       8       5       7       4       2       4
      6       8       5      11      11       6       4       6
      3      10       5       6       9       7       3      10
      6      11       6       6       5       8       8       8
      9       5       6       9      10       5       6       8
      3       8       5       5       2       3       4       9
      8       6       4       6       4       8       6       8
      3       7       5       6       5       6       5       6
      6       5       6       2       9       4       7       7
      7       9       8       2       6       7      11      18
     16      18      15      22      15      25      34      40
     57      58      77      91     105     150     168     191
    263     288     333     364     478     510     550     629
    651     686     759     787     841     858     882     889
    903     893     978     956     984     958     966    1004
    949    1012    1033     984     997    1001     965     977
   1003    1033     969    1000     994     919     933    1002
   1045     991    1013    1023    1008    1002    1059     951
   1023     998    1013     960     968    1013    1031    1042
   1014     965     995     994     977     985     954     977
    974    1010     925     974     948     944     982     938
    901     853     787     781     658     543     447     367
    274     217     136     113      77      55      39      37
     12      17      17      14      12       4       8       3
      2       3       3       3       3       3       0       0
      1       1       0       2       2       0       0       0
      2       0       0       1       0       1       0       0
      0       2       1       0       1       1       1       0
      0       1       0       1       0       0       1       0
      0       0       0       0       0       0       0       0
      1       1       0       0       0       0       0       0
      2       1       1       0       1       0       1       1
      0       0       0       0       0       0       0       0
      0       0       0       0       0       1       0       0
      0       1       0       0       0       0       0       0
      1       0       0       1       0       0       1       0
      0       0       0       1       0       0       0       1
      0       1       0       0       0       0       0       0
      0       0       0       1       0       0       0       0
      0       1       0       0       1       0       1       1
      1       0       1       1       0       0       0       1
      0       0       2       0       0       0       0       0
      0       0       0       0       0       1       1       0
      0       0       0       0       1       2       2       0
      2       1       0       0       0       1       0       0
      1       1       0       0       0       0       1       1
      0       0       1       0       0       0       0       1
      0       1       0       0       0       0       1       1
      0       1       1       0       2       2       0       1
      0       1       0       0       2       1       1       1
      0       0       1       0       1       0       1       0
      1       0       0       1       0       1       0       1
      0       2       1       0       0       0       0       0
      0       0       0       0       1       0       0       0
      1       1       0       0       0       0       1       0
      1       0       1       0       1       0       0       0
      1       1       0       0       1       0       0       0
      0       2       1       0       0       0       1       2
      0       0       2       2       0       1       0       0
$Angles (tilt,azimute): 0 0
$Date & Time          :02-09-2022         12:29:14
$RBS2run2.dat
$B(12:25:40) = 4.785090 kG
$B(12:28:59) = 4.784820 kG
